,Bacteria,Drug,reference,doi,time (hr),MDR,MDR,MIC_drug (μg/ml),Phylum,Class,Order,Family,Genus,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,smile,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
747,Klebsiella pneumoniae,Aztreonam,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,16.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,12.56214191,12.56214191,0.034953586,-4.756268639,0.174788225,20.5,435.44,418.304,435.0518545,154.0,0.0,0.362075147,-0.478227032,0.478227032,0.362075147,1.464285714,2.071428571,2.5,32.24529764,10.00401162,2.513331129,-2.416338874,2.230948535,-2.707807209,7.836563837,-0.160844617,2.97184731,2.259276298,953.8851353,21.43879311,14.81145538,16.44444854,12.75274331,7.578995897,9.855612118,6.221230582,8.399971119,3.730567932,5.414072403,2.112845558,3.543513742,-2.78,690205.594,21.51929232,7.325918986,4.204134384,162.5903107,20.99457206,11.73576882,10.84324348,5.601050811,11.81435946,16.27347016,14.14182424,14.0837317,8.417796984,11.33678588,5.155712727,20.7712116,5.38006277,6.041840829,37.29827439,50.26785898,0.0,14.60598312,5.155712727,38.45594407,5.733667477,11.07399077,0.0,0.0,11.05045608,5.13155848,0.0,11.33678588,68.54635098,29.52536501,0.0,26.46513959,10.5357755,0.0,0.0,0.0,201.58,51.48424709,22.80140854,0.0,15.13070247,0.0,11.33678588,26.15127437,0.0,0.0,15.45647985,20.23053333,31.44978821,0.979690542,44.39737832,16.33475116,3.256457089,-3.375611657,-2.312338973,0.0,3.692820625,-4.756268639,0.461538462,28.0,5.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,4.0,15.0,7.0,0.0,1.0,1.0,2.0,-1.1725,95.6505,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
748,Klebsiella pneumoniae,Ampicillin,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,16.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,12.33417297,12.33417297,0.374515411,-1.033228263,0.674878289,28.70833333,349.412,330.26,349.1096271,128.0,0.0,0.327399385,-0.479672802,0.479672802,0.327399385,1.333333333,1.958333333,2.541666667,32.16690623,9.954473241,2.637630874,-2.433840923,2.502952871,-2.706287101,8.013147837,-0.16071006,2.80395312,1.711293316,693.8227554,17.64589989,13.30092304,14.11741963,11.23688799,7.575211293,8.454864104,6.47275966,8.243644799,4.413850051,5.985380646,3.200201818,4.825598408,-2.06,206112.986,16.78578614,5.784053911,2.552214839,143.1206586,21.05689321,23.4993953,0.0,11.81435946,0.0,5.969305288,9.589074368,4.794537184,0.0,11.76188495,30.33183534,19.41092589,4.747022453,0.0,19.49013895,29.5455497,0.0,10.21669833,5.733667477,42.09389215,0.0,35.89528683,0.0,0.0,11.05045608,0.0,0.0,11.76188495,49.9946788,14.38361155,0.0,25.45276672,30.33183534,0.0,0.0,0.0,112.73,34.74902996,19.49013895,0.0,11.28105254,5.563451492,0.0,16.66179468,38.11294267,6.066367068,5.316788604,5.733667477,-0.617873281,1.384119373,37.45871784,11.66885747,6.593297141,-1.856869189,6.376417836,0.0,3.576666142,0.0,0.4375,24.0,4.0,7.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,8.0,4.0,0.0,2.0,2.0,3.0,0.3181,89.0289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Klebsiella pneumoniae,Piperacillin ,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,64.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Klebsiella pneumoniae,Ciprofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,2.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,14.60768519,14.60768519,0.137207814,-1.27510223,0.893229876,18.125,331.347,313.203,331.1332197,126.0,0.0,0.340723079,-0.477497023,0.477497023,0.340723079,1.25,1.958333333,2.583333333,19.14221558,10.09018091,2.276383401,-2.2977441,2.377072792,-2.434891582,5.932587448,0.069455695,3.403898859,1.948598125,882.7602569,16.8445705,13.0881436,13.0881436,11.55855065,8.133883267,8.133883267,6.373312034,6.373312034,4.729110361,4.729110361,3.313857573,3.313857573,-2.41,672746.5706,15.13729512,5.592172599,2.447861681,137.0430709,19.89032538,11.38067233,0.0,5.428790392,0.0,5.969305288,4.794537184,9.184952232,0.0,0.0,0.0,24.97437738,43.80393424,11.20408699,14.29147963,22.55961649,0.0,9.883888252,0.0,18.88348407,31.07893535,39.93357762,0.0,0.0,15.64548873,10.07780132,0.0,0.0,41.82195795,0.0,5.817220841,29.24147275,23.12411489,0.0,10.90292493,0.0,74.57,17.21531652,19.08601681,0.0,16.99151654,24.2935998,25.93115606,12.26321064,6.066367068,9.467009379,5.316788604,0.0,16.43241048,0.0,25.71456571,12.6196285,0.159436099,-1.755300643,3.078098125,3.29053351,2.960628219,0.0,0.411764706,24.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,7.0,3.0,1.0,1.0,2.0,4.0,1.5833,88.479,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Klebsiella pneumoniae,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,8.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,14.98365316,14.98365316,0.043358791,-1.315329409,0.874739826,20.26923077,361.373,341.213,361.1437843,138.0,0.0,0.340723138,-0.486916991,0.486916991,0.340723138,1.307692308,2.0,2.653846154,19.14222038,10.05254782,2.303971359,-2.365850277,2.415025944,-2.448220384,5.968800079,0.069401028,2.600812137,2.004088915,963.2881483,18.58505748,14.65914844,14.65914844,12.37991785,8.590996603,8.590996603,6.966959135,6.966959135,5.191841671,5.191841671,3.688770166,3.688770166,-2.61,825393.7398,16.83680293,5.979774542,2.438457423,148.7315298,24.21030946,17.85771973,11.56673267,5.428790392,0.0,5.969305288,4.794537184,9.184952232,0.0,0.0,0.0,20.03777625,32.3758692,16.94476576,19.02834258,22.55961649,0.0,9.467009379,0.0,12.96557803,44.7334893,33.86721055,0.0,5.749511833,15.06556308,10.07780132,5.749511833,0.0,60.37642163,0.0,5.817220841,23.3235667,17.05774782,0.0,10.90292493,0.0,75.01,17.21531652,19.08601681,0.0,23.5983985,30.04311164,19.15587988,6.196843572,4.567099648,18.87131891,4.899909731,4.736862954,22.55668344,0.0,28.08537166,9.36341054,-0.223816801,-1.542656507,0.994074442,1.342611961,5.07571034,2.015277596,0.444444444,26.0,1.0,7.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,8.0,2.0,0.0,1.0,1.0,4.0,1.544,95.0413,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Klebsiella pneumoniae,Moxifloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,4.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,15.32022251,15.32022251,0.059850298,-1.301440712,0.818518297,24.0,401.438,377.246,401.1750845,154.0,0.0,0.340723118,-0.492238337,0.492238337,0.340723118,1.310344828,2.103448276,2.75862069,19.14222126,9.942196447,2.37732682,-2.245597766,2.445371881,-2.402953727,5.967603298,0.069451348,3.452297117,1.729081682,1048.29786,20.28372809,16.28084895,16.28084895,13.9904023,10.16210538,10.16210538,8.319815705,8.319815705,6.488448088,6.488448088,4.953499965,4.953499965,-2.61,7887117.993,18.42058387,6.725318925,2.884890739,166.6105535,24.62718833,11.25083777,11.56673267,5.428790392,0.0,5.969305288,4.794537184,9.184952232,0.0,0.0,0.0,44.21231601,31.37003804,18.01272247,19.02834258,22.55961649,0.0,9.883888252,5.917906046,37.76696815,31.64397649,33.86721055,0.0,5.749511833,20.38235168,10.07780132,5.749511833,0.0,48.42883992,0.0,11.73512689,42.083116,17.05774782,0.0,10.90292493,0.0,83.8,17.21531652,14.69560176,4.390415048,16.99151654,35.45810211,38.7727993,19.37300818,4.567099648,4.899909731,5.316788604,4.736862954,22.78517778,0.0,26.35801711,13.01773807,-0.155361676,-1.067058467,1.616459227,5.404268066,2.396010099,1.478083113,0.523809524,29.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,6.0,2.0,8.0,4.0,1.0,2.0,3.0,5.0,2.3705,106.676,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Klebsiella pneumoniae,Tetracycline,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,8.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,13.31369504,13.31369504,0.134831349,-2.745033659,0.336110462,34.375,444.44,420.248,444.1532657,170.0,0.0,0.255450836,-0.50965062,0.50965062,0.255450836,1.15625,1.78125,2.34375,16.34969918,9.551796936,2.651285643,-2.523626218,2.559896447,-2.646058106,6.244441577,-0.151482772,2.679151582,2.047922027,1148.584975,23.91133089,17.65658511,17.65658511,14.77252126,9.970255028,9.970255028,8.961853969,8.961853969,7.022223248,7.022223248,5.508747012,5.508747012,-3.21,7541988.527,22.00076097,6.644026762,2.478484044,182.4292369,31.26630445,22.84094611,11.38429576,5.783244946,5.907179729,0.0,19.28352128,0.0,0.0,0.0,12.13273414,39.06972135,17.40891662,17.20634313,39.91624853,17.47366962,0.0,4.899909731,17.56947957,30.58850127,14.09534397,51.99054299,0.0,5.749511833,5.733667477,0.0,5.749511833,0.0,73.64445193,15.19012518,11.83581209,29.26599899,40.86364001,0.0,0.0,0.0,181.62,74.9674748,39.91624853,0.0,17.54772461,0.0,0.0,44.1180921,0.0,0.0,0.0,5.733667477,0.0,0.0,39.85973179,55.03620969,-0.653750873,-7.891260886,3.050557292,-0.199982048,1.40266209,3.062499608,0.409090909,32.0,7.0,10.0,3.0,0.0,3.0,1.0,0.0,1.0,9.0,6.0,10.0,2.0,0.0,0.0,0.0,4.0,-0.2144,109.5409,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Klebsiella pneumoniae,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,0.5,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,14.42691455,14.42691455,0.035204232,-1.637790428,0.025149154,23.57142857,2296.971,2093.355,2295.556975,926.0,0.0,0.244772793,-0.391229301,0.391229301,0.244772793,0.279503106,0.52173913,0.757763975,16.28304231,9.989000523,2.423250843,-2.290770747,2.192169492,-2.607335876,6.012270528,-0.135972339,1.747133595,1.61e-06,4487.767518,122.0010271,97.62499543,97.62499543,75.98080389,57.19563824,57.19563824,43.91098816,43.91098816,26.97501451,26.97501451,17.44646392,17.44646392,-11.24,7.56e+49,147.7666774,81.39221657,59.1404846,947.5906518,194.7321336,96.66945327,0.0,118.1435946,0.0,0.0,95.89074368,0.0,0.0,0.0,115.1889545,244.2247383,39.02066887,48.58322887,116.3168533,118.1435946,0.0,116.9693493,92.84411105,416.5530179,91.62658968,0.0,0.0,0.0,174.3060241,0.0,0.0,0.0,375.448976,95.89074368,35.50743628,271.3003358,0.0,0.0,0.0,0.0,947.18,251.5819173,116.3168533,0.0,242.6873625,24.67745534,32.10410811,27.6949488,55.3898976,0.0,144.6642981,57.33667477,0.0,0.0,277.4427976,101.6712581,58.71244627,-15.15438712,-25.95695401,-0.155028842,26.2732014,0.0,0.80952381,161.0,46.0,56.0,0.0,2.0,2.0,0.0,0.0,0.0,36.0,36.0,56.0,59.0,0.0,2.0,2.0,2.0,-10.3261,606.0736,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
755,Klebsiella pneumoniae,Chloramphenicol,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,16.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,11.30478637,11.30478637,0.13230143,-1.325823356,0.409070928,13.85,323.132,311.036,322.0123268,110.0,0.0,0.268945133,-0.394123208,0.394123208,0.268945133,1.35,1.9,2.3,35.53916853,10.02291788,2.243581563,-2.223138538,2.203148627,-2.435885091,6.530354843,-0.384453281,2.431670248,2.82115815,480.2067575,15.28409257,10.07087327,11.58273116,9.362279763,5.482715984,6.355587544,3.891831414,4.988096073,2.54910393,2.945495981,1.495665801,1.621653959,-1.41,20854.00405,16.64379236,7.392954609,4.309031436,123.8154737,15.52984339,6.103966388,4.83626969,0.0,11.594566,0.0,14.90885545,0.0,0.0,0.0,23.20187978,17.69618563,12.13273414,17.57203384,19.93090302,34.79644578,0.0,5.316788604,0.0,16.98207691,6.606881965,39.94323803,0.0,0.0,5.316788604,5.687386275,0.0,23.20187978,38.52853805,4.794537184,10.11431827,11.66741788,24.26546827,0.0,0.0,0.0,112.7,34.41944965,20.01538285,0.0,5.687386275,5.563451492,0.0,24.26546827,0.0,0.0,5.316788604,28.30840718,0.0,10.70151515,19.91192496,31.94618215,0.169221624,-0.756162027,4.053667101,-1.252928319,-0.551198428,0.0,0.363636364,20.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,9.0,6.0,0.0,0.0,0.0,1.0,0.909,72.5667,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Acinetobacter baumannii,Amikacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,,24.0,,0,8.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24.0,36.0,48.0,37.0,2.0,urine,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,12.57843074,12.57843074,0.010081054,-1.755830655,0.113063794,47.05,585.608,542.264,585.2857364,234.0,0.0,0.248699663,-0.393567282,0.393567282,0.248699663,0.85,1.45,2.05,16.72419483,9.830739595,2.5220862,-2.485151349,2.316643212,-2.692610517,5.803959385,-0.33223803,2.923761602,1.847903729,815.0542714,29.88602239,21.70148951,21.70148951,18.85188073,13.06511719,13.06511719,10.33421477,10.33421477,7.508939993,7.508939993,5.067082308,5.067082308,-1.17,351840389.6,33.33353044,14.33513454,7.061065381,229.26454,88.05112949,67.14363027,12.58005346,5.907179729,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,19.38639965,12.58659724,18.69056362,64.59420816,5.907179729,0.0,5.316788604,22.93466991,110.6908495,19.69639478,0.0,0.0,0.0,28.25145851,0.0,0.0,0.0,164.3049999,23.741989,0.0,12.84164325,0.0,0.0,0.0,0.0,331.94,110.3632679,45.64675634,0.0,25.93115606,0.0,0.0,0.0,0.0,0.0,5.316788604,41.88212172,22.50898775,0.0,12.57843074,84.85156989,23.07815814,-0.845165471,-3.454383432,-19.81915048,-0.898447133,0.0,0.954545455,40.0,17.0,18.0,1.0,2.0,3.0,0.0,0.0,0.0,17.0,13.0,18.0,10.0,1.0,2.0,3.0,3.0,-8.4242,131.4257,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
